order_book_id,board_type,sector_code,month,date,yield_rate,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
600085.XSHG,MainBoard,HealthCare,0,2022-01-04,-1.055073470386178,-1.0521202974170227,1.0418099556687774,-1.0521202974170143,0.6225325585866492,0.14966909106496842,1.2371256895704674,1.7496883522773146,2.1721985641146504,1.9083896981269142,-2.056560696171412,-2.7910366431535834,-3.4717832692936965,-0.2722602091343797,-2.6712556225652055,0.9012517274754801,1.762145029561694
600085.XSHG,MainBoard,HealthCare,1,2022-01-05,0.020755052230903844,-0.7389522383022986,0.6950233448536016,-0.7389522383023169,0.8039208160780168,0.2876218106665067,1.4232327834804397,1.4582558803989885,0.9251956847155006,1.5125109302869177,-1.2540408916891579,-2.0731591939599876,-2.8015171813068025,0.18955629892910647,-2.2493996892125208,-0.33983845574276017,1.4076059276641826
600085.XSHG,MainBoard,HealthCare,2,2022-01-06,-0.42821043610083986,-1.5894983361541801,1.674374421692763,-1.589498336154165,1.0861241281652778,0.47224359367537044,1.768229251594245,1.4794876565092612,0.9251956847155006,2.037673184047697,-0.5547343622448074,-1.7639602329290582,-1.4796581895285181,0.9150967174552497,-1.582561929727824,0.9404384339812455,1.6042408241034642
600085.XSHG,MainBoard,HealthCare,3,2022-01-07,-1.3616223447451115,-1.4677350953864483,1.5266690133825949,-1.4677350953864596,1.2596744186651685,0.6656094341559549,1.8328687946129951,1.3166143091571876,-0.3218071946836505,1.7518384194116405,-0.24069685647697997,-1.4046420211759845,-0.18486345579440314,1.3573635131230741,-1.044190128994857,1.6329605781648961,1.8527914721069543
600085.XSHG,MainBoard,HealthCare,4,2022-01-10,-1.3822574082081227,-1.3437549105953013,1.3789636050724245,-1.3437549105952755,1.346119915228921,0.843049567992522,1.715139559723746,1.1762816647108607,-0.3218071946836505,1.47043905077746,0.024540776662509787,-1.228572183332027,0.08527324255065871,1.5556237698535276,-0.5950460849107342,1.1787716019966945,1.4180746490701788
600085.XSHG,MainBoard,HealthCare,5,2022-01-11,-1.4035903376853223,-1.874541743601019,2.030793993919472,-1.8745417436010336,1.4941659036600416,1.0239588250608485,1.7407847182385376,1.4006912946230188,0.9251956847155006,1.7234697237654106,0.3311220858521436,-0.9779316379040114,0.6029250897837194,1.8653726512414643,-0.05453834085787951,1.7120180683049944,1.6326847356176548
600085.XSHG,MainBoard,HealthCare,6,2022-01-12,-0.9286683318290325,-1.0832516251699005,1.0771308141777314,-1.0832516251699045,1.4260761630303744,1.1507689482147996,1.3408621506375629,1.0520517911285123,0.9251956847155006,0.9254771178515002,0.6865783689453427,-0.7854646844531809,0.8807330379547714,1.7866995021583727,0.25398553440128774,0.7368756032145705,0.8461089180892521
600085.XSHG,MainBoard,HealthCare,7,2022-01-13,-0.47888683094826384,-0.5891846325167508,0.5344739879947199,-0.5891846325167768,1.2566793016703346,1.2076415795962143,0.8238561106011831,1.1514797898346758,-0.3218071946836505,0.439285059320416,0.7290902451746714,-0.6027973790974497,0.5717571405615737,1.5133529765772369,0.4387224527713457,0.6516983815407987,0.3969575888912706
600085.XSHG,MainBoard,HealthCare,8,2022-01-14,-0.6382454082005208,-0.7300534973672719,0.6853903834420664,-0.7300534973672805,1.1233324031460947,1.2180504827829604,0.4803775837684345,1.117617984226791,-0.3218071946836505,0.4219703013840976,0.6659940705497452,-0.44072660397856384,0.47576170313348226,1.2258950281528072,0.6107480770298692,0.8955622589515172,0.5187453370636604
600085.XSHG,MainBoard,HealthCare,9,2022-01-17,-0.5178918287700949,-0.7419160343432597,0.6982343319907779,-0.7419160343432721,0.9971562514676796,1.1931753384881227,0.219543667944404,0.64916128069929,-0.3218071946836505,0.3244627825817485,0.8469042949032121,-0.2548285367179492,0.32637383468012016,0.9432300610668897,0.7685771139728281,0.7847956893021821,0.45307984968107423
